fullVisitorId,channelGrouping,device.deviceCategory,n_sessions,totals.hits,totals.pageviews,bounce_prop,weekend_prop,cluster,cluster_name
454845221896711463,Referral,desktop,4,13.0,10.0,0.0,0.0,1,Desktop Frecuente
455277019106287876,Organic Search,desktop,1,58.0,42.0,0.0,0.0,0,Desktop Engaged
455718321769006834,Organic Search,desktop,2,41.5,33.0,0.5,0.0,3,Mobile Users
456585804826434876,Organic Search,mobile,2,9.0,7.5,0.0,1.0,3,Mobile Users
456807427403774085,Referral,desktop,13,7.0,5.0,0.0769230769230769,0.0769230769230769,1,Desktop Frecuente
456995923783583208,Organic Search,desktop,4,8.5,7.5,0.0,0.0,1,Desktop Frecuente
457044505102305564,Organic Search,desktop,2,11.0,10.0,0.5,0.0,1,Desktop Frecuente
457069299190177448,Direct,desktop,1,12.0,11.0,0.0,0.0,0,Desktop Engaged
457499068268843030,Paid Search,desktop,2,15.5,14.5,0.0,0.0,0,Desktop Engaged
457728965473786479,Organic Search,desktop,1,29.0,26.0,0.0,1.0,2,Weekend Warriors
458269436653090518,Referral,desktop,2,14.5,12.0,0.0,0.0,0,Desktop Engaged
459251814254391578,Referral,desktop,1,20.0,17.0,0.0,0.0,0,Desktop Engaged
459959187480356493,Organic Search,tablet,2,11.0,10.0,0.5,0.0,3,Mobile Users
460590127025597143,Referral,desktop,3,26.0,23.0,0.0,0.0,0,Desktop Engaged
460646718150298450,Referral,desktop,3,13.0,11.0,0.0,0.0,1,Desktop Frecuente
460762242311738436,Referral,desktop,2,14.0,12.5,0.0,0.0,0,Desktop Engaged
461223591546552456,Referral,desktop,1,59.0,43.0,0.0,0.0,0,Desktop Engaged
461226362137454102,Referral,desktop,1,33.0,26.0,0.0,0.0,0,Desktop Engaged
461656900049182225,Referral,desktop,1,31.0,24.0,0.0,0.0,0,Desktop Engaged
463325773564352787,Referral,desktop,4,13.0,11.0,0.0,0.25,1,Desktop Frecuente
463874227731644825,Referral,desktop,1,38.0,31.0,0.0,0.0,0,Desktop Engaged
464008745098440718,Referral,desktop,7,4.0,4.0,0.0,0.0,1,Desktop Frecuente
464364196228560484,Organic Search,desktop,1,34.0,27.0,0.0,0.0,0,Desktop Engaged
465397546668226126,Referral,desktop,3,22.0,14.0,0.0,0.0,0,Desktop Engaged
466572721242688035,Referral,desktop,2,15.0,13.0,0.0,0.0,0,Desktop Engaged
466834914358216815,Paid Search,mobile,1,25.0,20.0,0.0,0.0,3,Mobile Users
467904620717928287,Referral,desktop,2,10.5,9.0,0.5,0.5,1,Desktop Frecuente
469837372694186370,Organic Search,mobile,3,2.0,2.0,0.3333333333333333,0.0,3,Mobile Users
470917192636663681,Referral,desktop,1,45.0,36.0,0.0,0.0,0,Desktop Engaged
471753134403424239,Referral,desktop,3,8.0,8.0,0.0,0.3333333333333333,1,Desktop Frecuente
472388433264551158,Direct,desktop,4,64.0,49.0,0.0,0.0,0,Desktop Engaged
472971982753353098,Direct,desktop,1,19.0,17.0,0.0,0.0,0,Desktop Engaged
473442131850032599,Direct,desktop,1,11.0,11.0,0.0,1.0,2,Weekend Warriors
473815800118504130,Referral,desktop,1,17.0,16.0,0.0,0.0,0,Desktop Engaged
473905218555423969,Referral,desktop,1,25.0,21.0,0.0,0.0,0,Desktop Engaged
474194738383570173,Referral,desktop,3,16.0,13.0,0.3333333333333333,0.0,1,Desktop Frecuente
475993971295433883,Referral,desktop,1,36.0,28.0,0.0,0.0,0,Desktop Engaged
476894088375216381,Paid Search,desktop,8,6.5,6.5,0.5,0.125,1,Desktop Frecuente
476915905383539402,Referral,desktop,2,14.5,11.5,0.0,0.0,0,Desktop Engaged
477281910993120754,Display,desktop,1,15.0,13.0,0.0,0.0,0,Desktop Engaged
477994560911860676,Referral,desktop,2,30.0,24.5,0.0,0.5,2,Weekend Warriors
478403815632492375,Paid Search,desktop,5,3.0,3.0,0.4,0.2,1,Desktop Frecuente
480596774651345765,Organic Search,desktop,3,38.0,26.0,0.0,0.0,0,Desktop Engaged
480683872448243932,Referral,desktop,2,19.0,13.5,0.0,0.0,0,Desktop Engaged
481095003060297640,Referral,desktop,8,5.0,5.0,0.375,0.125,1,Desktop Frecuente
481361866832333678,Organic Search,desktop,3,44.0,32.0,0.0,0.3333333333333333,0,Desktop Engaged
481562034862119313,Direct,desktop,3,13.0,9.0,0.0,0.0,1,Desktop Frecuente
481908738776854721,Referral,desktop,1,21.0,19.0,0.0,0.0,0,Desktop Engaged
482588777140962763,Direct,desktop,3,6.0,6.0,0.0,0.0,1,Desktop Frecuente
483111126014707673,Referral,desktop,6,4.0,4.0,0.0,0.0,1,Desktop Frecuente
485196789418021564,Referral,desktop,2,77.0,64.0,0.0,0.5,2,Weekend Warriors
485451635785646273,Direct,desktop,3,5.0,5.0,0.0,0.0,1,Desktop Frecuente
485966265900702326,Direct,desktop,1,31.0,23.0,0.0,1.0,2,Weekend Warriors
487480427659606163,Organic Search,desktop,3,11.0,10.0,0.0,0.0,1,Desktop Frecuente
487776113418404925,Direct,desktop,2,10.5,10.0,0.0,0.0,1,Desktop Frecuente
488047684682615330,Organic Search,desktop,5,3.0,3.0,0.0,0.4,1,Desktop Frecuente
488236137527169951,Referral,desktop,9,42.0,30.0,0.1111111111111111,0.3333333333333333,1,Desktop Frecuente
489387095051650874,Organic Search,desktop,4,15.0,14.0,0.0,0.5,1,Desktop Frecuente
491177567878140069,Referral,desktop,1,51.0,40.0,0.0,0.0,0,Desktop Engaged
491193409314675096,Referral,desktop,2,18.5,14.5,0.0,0.0,0,Desktop Engaged
491316713136054865,Referral,desktop,2,7.0,6.5,0.0,0.0,1,Desktop Frecuente
491427743200379908,Direct,desktop,2,11.0,9.5,0.0,0.5,2,Weekend Warriors
492938094127153086,Direct,desktop,4,12.0,9.0,0.0,0.0,1,Desktop Frecuente
493200894475132340,Referral,desktop,7,10.0,9.0,0.1428571428571428,0.4285714285714285,1,Desktop Frecuente
493300060667614321,Referral,desktop,3,3.0,3.0,0.0,0.0,1,Desktop Frecuente
496156536586018580,Referral,desktop,3,6.0,4.0,0.0,0.0,1,Desktop Frecuente
496188460748118919,Direct,desktop,1,14.0,13.0,0.0,0.0,0,Desktop Engaged
496833883845920731,Organic Search,desktop,4,11.5,7.5,0.25,0.0,1,Desktop Frecuente
497209842877259289,Referral,desktop,3,9.0,9.0,0.0,0.0,1,Desktop Frecuente
498519259844308517,Referral,desktop,3,5.0,5.0,0.3333333333333333,0.0,1,Desktop Frecuente
498810256715966268,Referral,desktop,1,46.0,28.0,0.0,0.0,0,Desktop Engaged
498824129707847807,Direct,desktop,1,9.0,9.0,0.0,1.0,2,Weekend Warriors
499173638332659780,Referral,desktop,3,39.0,30.0,0.0,0.0,0,Desktop Engaged
500460722094613747,Referral,desktop,6,7.5,6.5,0.0,0.0,1,Desktop Frecuente
500766381427960566,Referral,desktop,3,1.0,1.0,0.6666666666666666,0.3333333333333333,1,Desktop Frecuente
500771270741221130,Organic Search,desktop,3,6.0,6.0,0.3333333333333333,0.0,1,Desktop Frecuente
500926353574528949,Organic Search,desktop,9,13.0,11.0,0.0,0.2222222222222222,1,Desktop Frecuente
502027330594674519,Organic Search,desktop,15,9.0,8.0,0.1333333333333333,0.0,1,Desktop Frecuente
502079743101647640,Organic Search,desktop,1,26.0,24.0,0.0,0.0,0,Desktop Engaged
502427268661784166,Direct,desktop,1,47.0,36.0,0.0,0.0,0,Desktop Engaged
507378123137078709,Organic Search,desktop,1,60.0,38.0,0.0,0.0,0,Desktop Engaged
507664246019057034,Direct,desktop,3,2.0,2.0,0.0,0.0,1,Desktop Frecuente
508002860985321055,Direct,desktop,2,6.0,5.5,0.5,0.0,1,Desktop Frecuente
509428697410335222,Referral,desktop,12,5.0,5.0,0.0833333333333333,0.0833333333333333,1,Desktop Frecuente
509537543362594682,Referral,desktop,1,62.0,51.0,0.0,0.0,0,Desktop Engaged
509637927726464785,Referral,desktop,5,40.0,18.0,0.2,0.0,0,Desktop Engaged
509972280802528263,Organic Search,desktop,4,16.0,13.0,0.0,0.0,1,Desktop Frecuente
510399340773152452,Organic Search,desktop,1,19.0,19.0,0.0,1.0,2,Weekend Warriors
511506099436408879,Organic Search,desktop,3,18.0,13.0,0.0,0.0,0,Desktop Engaged
511729257667195605,Referral,desktop,4,15.5,10.5,0.25,0.0,1,Desktop Frecuente
512376512516526849,Referral,mobile,6,9.0,9.0,0.3333333333333333,0.8333333333333334,3,Mobile Users
512988788718016553,Direct,desktop,1,16.0,13.0,0.0,0.0,0,Desktop Engaged
513403330506317388,Organic Search,desktop,6,13.0,11.0,0.1666666666666666,0.0,1,Desktop Frecuente
514071303908585314,Direct,tablet,2,5.0,5.0,0.5,0.0,3,Mobile Users
514253309422836642,Direct,desktop,1,11.0,10.0,0.0,0.0,0,Desktop Engaged
514366605460721708,Referral,desktop,2,20.0,16.0,0.0,0.0,0,Desktop Engaged
514478324726152361,Referral,desktop,2,19.0,15.0,0.0,0.0,0,Desktop Engaged
514517908760071241,Referral,desktop,3,8.0,6.0,0.0,0.0,1,Desktop Frecuente
515195001502319520,Referral,desktop,1,51.0,42.0,0.0,0.0,0,Desktop Engaged
515583444261228947,Organic Search,desktop,1,32.0,28.0,0.0,1.0,2,Weekend Warriors
515770511624914543,Referral,desktop,4,14.0,12.0,0.0,0.0,1,Desktop Frecuente
516734366347147622,Organic Search,desktop,1,59.0,46.0,0.0,1.0,2,Weekend Warriors
517434536441380071,Direct,desktop,2,9.0,8.0,0.5,0.5,1,Desktop Frecuente
517644101045776450,Direct,desktop,2,10.0,9.0,0.0,1.0,2,Weekend Warriors
517782955209773732,Referral,desktop,1,22.0,18.0,0.0,0.0,0,Desktop Engaged
517804428885255967,Referral,desktop,7,4.0,4.0,0.2857142857142857,0.0,1,Desktop Frecuente
518455108809968270,Organic Search,desktop,5,7.0,7.0,0.0,0.0,1,Desktop Frecuente
518977830588706496,Referral,desktop,3,6.0,6.0,0.0,0.0,1,Desktop Frecuente
520662463655484321,Direct,desktop,3,14.0,10.0,0.0,0.0,1,Desktop Frecuente
520805520579177810,Referral,desktop,1,17.0,14.0,0.0,0.0,0,Desktop Engaged
521283007599569568,Referral,desktop,4,19.5,18.0,0.0,0.0,1,Desktop Frecuente
522359013237328012,Referral,desktop,3,10.0,10.0,0.0,0.0,1,Desktop Frecuente
525470181967108180,Affiliates,mobile,2,22.5,19.5,0.0,0.0,3,Mobile Users
526145197292765731,Organic Search,desktop,1,43.0,33.0,0.0,0.0,0,Desktop Engaged
527426783375720325,Referral,desktop,3,15.0,11.0,0.3333333333333333,0.6666666666666666,1,Desktop Frecuente
527512175460551498,Organic Search,mobile,6,15.0,12.0,0.0,0.5,3,Mobile Users
527903113421923907,Referral,desktop,3,25.0,18.0,0.0,0.0,0,Desktop Engaged
528231576022767993,Referral,desktop,5,10.0,9.0,0.2,0.4,1,Desktop Frecuente
528933380496819911,Referral,desktop,4,6.0,6.0,0.0,0.0,1,Desktop Frecuente
529281851523725509,Referral,desktop,1,112.0,83.0,0.0,0.0,0,Desktop Engaged
530238188668261857,Direct,mobile,3,1.0,1.0,0.6666666666666666,0.0,3,Mobile Users
530920366625737605,Referral,desktop,1,60.0,40.0,0.0,0.0,0,Desktop Engaged
531400332110604167,Referral,desktop,3,24.0,21.0,0.0,0.3333333333333333,0,Desktop Engaged
531496906783225698,Referral,desktop,2,15.0,13.0,0.0,0.5,2,Weekend Warriors
531638978305910082,Organic Search,desktop,3,7.0,7.0,0.0,0.0,1,Desktop Frecuente
531829155524217247,Organic Search,desktop,3,13.0,12.0,0.3333333333333333,0.3333333333333333,1,Desktop Frecuente
532016816923357737,Direct,desktop,3,5.0,4.0,0.0,1.0,2,Weekend Warriors
532638128006986594,Paid Search,mobile,1,45.0,37.0,0.0,0.0,3,Mobile Users
533361455920078502,Organic Search,desktop,1,27.0,21.0,0.0,0.0,0,Desktop Engaged
533462479025888957,Referral,desktop,6,11.0,7.5,0.0,0.0,1,Desktop Frecuente
533869951708837257,Referral,desktop,1,19.0,18.0,0.0,0.0,0,Desktop Engaged
534455027035361433,Organic Search,desktop,1,31.0,27.0,0.0,0.0,0,Desktop Engaged
534798930498547151,Organic Search,desktop,4,13.5,10.5,0.0,0.0,1,Desktop Frecuente
535271430252634961,Direct,desktop,1,17.0,14.0,0.0,0.0,0,Desktop Engaged
535797652559788641,Organic Search,desktop,2,21.5,18.5,0.0,0.5,2,Weekend Warriors
536428604379922267,Referral,desktop,2,20.0,17.0,0.0,0.0,0,Desktop Engaged
536559199229561402,Referral,desktop,5,6.0,6.0,0.2,0.4,1,Desktop Frecuente
536651165928149969,Organic Search,desktop,1,23.0,19.0,0.0,0.0,0,Desktop Engaged
537940071228449977,Referral,desktop,6,4.5,4.5,0.1666666666666666,0.3333333333333333,1,Desktop Frecuente
538316939897477687,Organic Search,desktop,3,3.0,3.0,0.0,0.3333333333333333,1,Desktop Frecuente
539032312488458869,Referral,desktop,1,31.0,26.0,0.0,1.0,2,Weekend Warriors
539181992389988672,Referral,desktop,3,19.0,15.0,0.0,0.3333333333333333,0,Desktop Engaged
540193727116110682,Referral,desktop,2,20.0,15.0,0.0,0.0,0,Desktop Engaged
541723931810773095,Referral,desktop,3,21.0,18.0,0.0,0.3333333333333333,0,Desktop Engaged
541801617495136574,Display,desktop,1,29.0,23.0,0.0,0.0,0,Desktop Engaged
541939415042873067,Referral,desktop,1,20.0,12.0,0.0,0.0,0,Desktop Engaged
542333354260444568,Organic Search,desktop,2,55.0,33.0,0.0,0.0,0,Desktop Engaged
542454857691775401,Referral,desktop,1,37.0,31.0,0.0,0.0,0,Desktop Engaged
543100701177479713,Referral,desktop,2,29.5,23.0,0.0,0.5,2,Weekend Warriors
543133542685191215,Organic Search,desktop,1,13.0,12.0,0.0,1.0,2,Weekend Warriors
543272304721995322,Organic Search,desktop,3,14.0,10.0,0.0,0.0,0,Desktop Engaged
543368443296403226,Referral,desktop,2,9.5,8.0,0.5,0.0,1,Desktop Frecuente
543371810281064125,Direct,mobile,3,7.0,5.0,0.3333333333333333,0.0,3,Mobile Users
543454429875721280,Referral,desktop,3,18.0,13.0,0.0,0.0,0,Desktop Engaged
543654610852010937,Referral,desktop,5,10.0,8.0,0.2,0.4,1,Desktop Frecuente
544099410312340973,Referral,desktop,2,26.0,18.5,0.0,1.0,2,Weekend Warriors
544222846238969798,Organic Search,desktop,1,74.0,56.0,0.0,0.0,0,Desktop Engaged
544953081124286184,Paid Search,desktop,5,14.0,11.0,0.0,0.4,1,Desktop Frecuente
544989058215133805,Referral,desktop,4,7.0,5.5,0.0,0.0,1,Desktop Frecuente
545209862900348723,Referral,desktop,1,34.0,32.0,0.0,0.0,0,Desktop Engaged
545302570079415113,Referral,desktop,2,10.0,10.0,0.0,0.5,1,Desktop Frecuente
546450430035162938,Direct,mobile,3,6.0,6.0,0.3333333333333333,0.3333333333333333,3,Mobile Users
547013638763660090,Referral,desktop,8,3.5,3.5,0.0,0.0,1,Desktop Frecuente
548413255562852386,Direct,desktop,2,22.5,18.0,0.0,0.0,0,Desktop Engaged
548610265008552694,Organic Search,desktop,1,26.0,13.0,0.0,0.0,0,Desktop Engaged
548744394505098293,Direct,desktop,1,20.0,16.0,0.0,0.0,0,Desktop Engaged
549158270848959308,Direct,desktop,9,4.0,4.0,0.0,0.0,1,Desktop Frecuente
549380289036184273,Direct,desktop,3,1.0,1.0,0.6666666666666666,0.3333333333333333,1,Desktop Frecuente
549953281463203327,Direct,desktop,2,23.5,16.5,0.0,0.0,0,Desktop Engaged
549958621872674126,Referral,desktop,1,16.0,14.0,0.0,0.0,0,Desktop Engaged
550660948694018203,Referral,desktop,2,12.5,10.5,0.0,0.0,0,Desktop Engaged
551930514989058018,Referral,desktop,2,11.5,9.5,0.0,0.0,0,Desktop Engaged
552165022845624889,Referral,desktop,1,29.0,22.0,0.0,0.0,0,Desktop Engaged
553037813052104682,Organic Search,desktop,1,22.0,18.0,0.0,0.0,0,Desktop Engaged
553274180487420287,Direct,desktop,1,18.0,15.0,0.0,0.0,0,Desktop Engaged
553368558009293652,Referral,desktop,5,17.0,12.0,0.0,0.0,1,Desktop Frecuente
553904149065456549,Direct,mobile,9,3.0,3.0,0.2222222222222222,0.3333333333333333,3,Mobile Users
554420125524525961,Direct,desktop,2,39.0,32.5,0.0,1.0,2,Weekend Warriors
554532408320415638,Organic Search,desktop,3,7.0,7.0,0.3333333333333333,1.0,1,Desktop Frecuente
554581394170643542,Paid Search,desktop,1,55.0,44.0,0.0,0.0,0,Desktop Engaged
554657701286789547,Referral,desktop,8,6.5,5.5,0.25,0.0,1,Desktop Frecuente
554728164623826608,Organic Search,desktop,1,21.0,19.0,0.0,0.0,0,Desktop Engaged
555043313953093171,Referral,desktop,2,17.0,14.5,0.0,0.0,0,Desktop Engaged
555059843722195488,Organic Search,desktop,1,57.0,27.0,0.0,0.0,0,Desktop Engaged
555790844446941439,Direct,desktop,3,22.0,17.0,0.0,0.0,0,Desktop Engaged
556556488234585145,Referral,desktop,2,12.5,12.0,0.0,0.0,0,Desktop Engaged
557041874411922739,Referral,desktop,3,21.0,13.0,0.0,0.0,0,Desktop Engaged
557267724728292293,Direct,mobile,1,24.0,24.0,0.0,1.0,3,Mobile Users
560045648140089234,Organic Search,desktop,6,14.0,11.0,0.0,0.0,1,Desktop Frecuente
560278389700464572,Referral,desktop,7,5.0,4.0,0.4285714285714285,0.1428571428571428,1,Desktop Frecuente
560684445670763197,Paid Search,desktop,1,189.0,121.0,0.0,0.0,0,Desktop Engaged
560805040196785546,Referral,desktop,2,48.0,34.5,0.0,0.0,0,Desktop Engaged
561827271234161338,Organic Search,desktop,4,4.0,4.0,0.5,0.25,1,Desktop Frecuente
562303340035925415,Referral,desktop,5,14.0,13.0,0.0,0.0,1,Desktop Frecuente
562325699784469979,Referral,desktop,3,13.0,11.0,0.0,0.0,1,Desktop Frecuente
563490046617768162,Referral,desktop,1,21.0,18.0,0.0,0.0,0,Desktop Engaged
563963070031405352,Direct,desktop,44,6.0,6.0,0.1818181818181818,0.0,1,Desktop Frecuente
564132620307271174,Referral,desktop,4,5.0,4.0,0.0,0.25,1,Desktop Frecuente
565056780083615308,Organic Search,desktop,9,2.0,1.0,0.4444444444444444,0.2222222222222222,1,Desktop Frecuente
565287882698874437,Referral,desktop,5,11.0,9.0,0.0,0.2,1,Desktop Frecuente
566055411938639598,Organic Search,desktop,2,54.5,40.0,0.0,0.0,0,Desktop Engaged
566233357235128805,Referral,desktop,9,13.0,11.0,0.1111111111111111,0.4444444444444444,1,Desktop Frecuente
566269193391274218,Referral,desktop,1,79.0,57.0,0.0,1.0,2,Weekend Warriors
566709157525308339,Referral,desktop,1,24.0,22.0,0.0,0.0,0,Desktop Engaged
567114702296201573,Referral,desktop,2,10.5,9.5,0.5,0.0,1,Desktop Frecuente
567258049821128407,Referral,desktop,2,11.5,10.0,0.5,0.5,1,Desktop Frecuente
567269899914580234,Organic Search,desktop,3,49.0,38.0,0.3333333333333333,0.0,0,Desktop Engaged
568624962920879221,Organic Search,desktop,1,43.0,36.0,0.0,1.0,2,Weekend Warriors
569356915734606916,Referral,desktop,3,5.0,5.0,0.3333333333333333,0.0,1,Desktop Frecuente
569752743034520183,Referral,desktop,5,8.0,8.0,0.2,0.0,1,Desktop Frecuente
570123615296033261,Direct,desktop,2,9.5,7.5,0.0,0.0,1,Desktop Frecuente
572135527461851083,Direct,desktop,1,22.0,20.0,0.0,1.0,2,Weekend Warriors
572741150050251305,Referral,desktop,4,30.0,22.5,0.0,0.0,0,Desktop Engaged
573507698325171315,Referral,desktop,1,40.0,33.0,0.0,0.0,0,Desktop Engaged
573752651828621469,Organic Search,desktop,1,33.0,29.0,0.0,0.0,0,Desktop Engaged
573792080831880040,Referral,desktop,2,14.0,13.0,0.5,1.0,2,Weekend Warriors
573944389511782755,Referral,desktop,1,25.0,21.0,0.0,0.0,0,Desktop Engaged
574149303737191374,Referral,desktop,1,63.0,46.0,0.0,0.0,0,Desktop Engaged
574546672447624856,Referral,desktop,4,11.0,9.0,0.0,0.25,1,Desktop Frecuente
575143870190264156,Referral,desktop,3,9.0,9.0,0.0,0.6666666666666666,1,Desktop Frecuente
575603546892390824,Referral,desktop,2,17.0,13.5,0.0,0.0,0,Desktop Engaged
576962765196044517,Referral,desktop,2,23.0,18.5,0.0,0.5,2,Weekend Warriors
577430234323994672,Organic Search,desktop,1,19.0,19.0,0.0,0.0,0,Desktop Engaged
577572983337426313,Referral,desktop,3,24.0,19.0,0.0,0.0,0,Desktop Engaged
577700480509527611,Organic Search,mobile,5,12.0,6.0,0.2,0.4,3,Mobile Users
579022412844305962,Referral,desktop,1,28.0,27.0,0.0,0.0,0,Desktop Engaged
579326161967924544,Referral,desktop,1,29.0,24.0,0.0,0.0,0,Desktop Engaged
582129409932854437,Organic Search,desktop,2,19.0,16.5,0.0,0.0,0,Desktop Engaged
582369017403340851,Direct,tablet,2,30.5,20.0,0.0,0.0,3,Mobile Users
582559656298634054,Organic Search,mobile,1,57.0,45.0,0.0,0.0,3,Mobile Users
582615830345755974,Organic Search,desktop,1,37.0,30.0,0.0,0.0,0,Desktop Engaged
582674888457699636,Referral,desktop,2,43.5,29.5,0.0,0.5,2,Weekend Warriors
583165761373207455,Organic Search,desktop,3,12.0,7.0,0.0,0.3333333333333333,1,Desktop Frecuente
584233587428145418,Referral,desktop,2,8.5,7.0,0.5,0.0,1,Desktop Frecuente
586022395219552336,Referral,desktop,3,53.0,38.0,0.0,0.6666666666666666,2,Weekend Warriors
587123899418457189,Referral,desktop,2,29.0,25.5,0.0,0.0,0,Desktop Engaged
587844728135319683,Referral,desktop,3,11.0,11.0,0.0,0.0,1,Desktop Frecuente
587886297354228717,Organic Search,desktop,1,54.0,43.0,0.0,0.0,0,Desktop Engaged
588920124789640640,Referral,desktop,1,14.0,14.0,0.0,1.0,2,Weekend Warriors
589243891238071459,Organic Search,desktop,2,42.0,34.0,0.0,0.0,0,Desktop Engaged
589822830087218823,Direct,desktop,1,16.0,15.0,0.0,0.0,0,Desktop Engaged
589967396396729491,Direct,desktop,21,6.0,6.0,0.0476190476190476,0.0952380952380952,1,Desktop Frecuente
590094729131157044,Direct,mobile,1,31.0,21.0,0.0,1.0,3,Mobile Users
591513434559245487,Organic Search,desktop,1,15.0,13.0,0.0,0.0,0,Desktop Engaged
591773013265200816,Organic Search,desktop,2,11.0,8.5,0.0,0.0,0,Desktop Engaged
591820689738311862,Organic Search,desktop,4,34.5,23.5,0.0,0.25,0,Desktop Engaged
592466522618439413,Organic Search,mobile,2,15.0,13.5,0.0,0.0,3,Mobile Users
593564601992081966,Organic Search,desktop,2,15.0,12.0,0.0,0.0,0,Desktop Engaged
594022882962204579,Organic Search,mobile,4,4.0,4.0,0.25,0.75,3,Mobile Users
594032029140324639,Referral,desktop,5,13.0,12.0,0.0,0.4,1,Desktop Frecuente
594511863093043281,Referral,desktop,1,39.0,28.0,0.0,1.0,2,Weekend Warriors
594563238977976970,Organic Search,tablet,2,29.5,23.0,0.0,1.0,3,Mobile Users
594824422792523749,Referral,desktop,4,26.5,12.0,0.0,0.0,0,Desktop Engaged
594874658574182443,Direct,desktop,4,4.0,3.0,0.5,0.25,1,Desktop Frecuente
596169222611729599,Organic Search,mobile,1,37.0,30.0,0.0,1.0,3,Mobile Users
596895434219823695,Organic Search,desktop,22,9.5,9.5,0.0454545454545454,0.4545454545454545,1,Desktop Frecuente
597489337358394308,Organic Search,desktop,6,16.0,12.5,0.0,0.5,1,Desktop Frecuente
598117673403235855,Referral,desktop,1,36.0,18.0,0.0,1.0,2,Weekend Warriors
598195240627817837,Organic Search,desktop,2,27.0,22.0,0.5,1.0,2,Weekend Warriors
598476687815353252,Paid Search,desktop,5,8.0,6.0,0.4,0.0,1,Desktop Frecuente
599110551792149234,Referral,desktop,8,14.5,11.5,0.125,0.125,1,Desktop Frecuente
600237702497948707,Referral,desktop,1,64.0,49.0,0.0,0.0,0,Desktop Engaged
601115360451826853,Organic Search,desktop,1,47.0,38.0,0.0,1.0,2,Weekend Warriors
601161405716299904,Direct,desktop,2,21.5,18.5,0.0,0.5,2,Weekend Warriors
601406166745975278,Referral,desktop,3,5.0,5.0,0.3333333333333333,0.0,1,Desktop Frecuente
602050736534015192,Direct,desktop,1,16.0,15.0,0.0,0.0,0,Desktop Engaged
602460866377412564,Organic Search,desktop,1,31.0,25.0,0.0,0.0,0,Desktop Engaged
602865033633296199,Organic Search,desktop,3,6.0,6.0,0.3333333333333333,0.0,1,Desktop Frecuente
603507101721972238,Referral,desktop,5,17.0,17.0,0.0,0.0,1,Desktop Frecuente
604314853571328266,Organic Search,desktop,1,30.0,27.0,0.0,0.0,0,Desktop Engaged
604365545479003017,Referral,desktop,3,6.0,4.0,0.0,0.3333333333333333,1,Desktop Frecuente
605298878287002654,Paid Search,desktop,2,15.5,13.0,0.0,0.0,0,Desktop Engaged
605582860135446327,Referral,desktop,1,17.0,17.0,0.0,0.0,0,Desktop Engaged
606735064258270722,Referral,desktop,3,15.0,10.0,0.0,0.0,0,Desktop Engaged
608132583314752466,Organic Search,desktop,1,18.0,16.0,0.0,0.0,0,Desktop Engaged
608915197735218105,Referral,desktop,17,23.0,18.0,0.0588235294117647,0.0,1,Desktop Frecuente
611184075850086902,Referral,desktop,3,29.0,21.0,0.0,0.0,0,Desktop Engaged
611556253076247456,Referral,desktop,8,22.5,17.5,0.25,0.0,1,Desktop Frecuente
611561045307562255,Organic Search,mobile,2,77.0,52.5,0.5,0.0,3,Mobile Users
612931240198528311,Organic Search,desktop,1,30.0,26.0,0.0,0.0,0,Desktop Engaged
614194214723197176,Organic Search,desktop,3,11.0,10.0,0.0,0.0,1,Desktop Frecuente
614324104402254023,Direct,desktop,2,48.0,35.5,0.0,0.0,0,Desktop Engaged
616530401183877867,Organic Search,desktop,7,20.0,13.0,0.0,0.0,1,Desktop Frecuente
616813475440297008,Referral,desktop,4,38.5,24.5,0.0,0.0,0,Desktop Engaged
617283905493277793,Referral,desktop,8,5.5,5.5,0.125,0.125,1,Desktop Frecuente
617329235458001539,Direct,desktop,3,1.0,1.0,0.6666666666666666,0.0,1,Desktop Frecuente
618198661111278556,Organic Search,desktop,1,16.0,14.0,0.0,1.0,2,Weekend Warriors
618831613303765725,Paid Search,desktop,2,21.0,17.0,0.0,0.0,0,Desktop Engaged
622093215836923895,Direct,desktop,6,9.0,7.5,0.1666666666666666,0.1666666666666666,1,Desktop Frecuente
622280363748067669,Referral,desktop,5,8.0,6.0,0.4,0.0,1,Desktop Frecuente
623238387362841295,Referral,desktop,1,53.0,39.0,0.0,0.0,0,Desktop Engaged
624114855878604514,Referral,desktop,3,11.0,8.0,0.0,0.0,1,Desktop Frecuente
625087577271634600,Direct,desktop,3,10.0,8.0,0.3333333333333333,0.0,1,Desktop Frecuente
625333892395560084,Direct,desktop,2,56.5,42.0,0.0,0.5,2,Weekend Warriors
626284759664097746,Referral,desktop,7,2.0,2.0,0.1428571428571428,0.0,1,Desktop Frecuente
626650043568445812,Organic Search,desktop,5,10.0,7.0,0.0,0.2,1,Desktop Frecuente
626672651895030919,Organic Search,desktop,22,6.0,5.0,0.1363636363636363,0.2727272727272727,1,Desktop Frecuente
627462873100311863,Paid Search,mobile,2,9.0,6.5,0.5,0.0,3,Mobile Users
627858122618485897,Referral,desktop,4,15.5,12.5,0.25,0.0,1,Desktop Frecuente
627911872499384695,Organic Search,desktop,6,5.0,4.0,0.1666666666666666,0.0,1,Desktop Frecuente
628121127521169790,Direct,desktop,1,48.0,36.0,0.0,1.0,2,Weekend Warriors
628736701415781712,Organic Search,desktop,3,3.0,3.0,0.0,0.0,1,Desktop Frecuente
